date,plant-stand,precip,temp,hail,crop-hist,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspots-marg,leafspot-size,leaf-shread,leaf-malf,leaf-mild,stem,lodging,stem-cankers,canker-lesion,fruiting-bodies,external-decay,mycelium,int-discolor,sclerotia,fruit-pods,fruit-spots,seed,mold-growth,seed-discolor,seed-size,shriveling,roots,class,som_group_x,som_group_y,som_cluster
october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot,3,0,3-0
august,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot,0,0,0-0
september,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot,0,3,0-3
october,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot,3,0,3-0
august,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot,0,4,0-4
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot,0,0,0-0
october,,gt-norm,gt-norm,,same-lst-two-yrs,whole-field,,,,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
october,,gt-norm,gt-norm,,same-lst-yr,whole-field,,,,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
september,,gt-norm,gt-norm,,same-lst-yr,whole-field,,,,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
october,,gt-norm,gt-norm,,same-lst-sev-yrs,whole-field,,,,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
october,,gt-norm,gt-norm,,diff-lst-year,whole-field,,,,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
may,lt-normal,norm,gt-norm,,diff-lst-year,scattered,,,lt-80,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,3,0,3-0
september,normal,gt-norm,gt-norm,,same-lst-yr,whole-field,,,90-100,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
september,normal,gt-norm,gt-norm,,same-lst-sev-yrs,whole-field,,,90-100,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
october,normal,gt-norm,gt-norm,,same-lst-sev-yrs,whole-field,,,80-89,norm,norm,,,,,,,abnorm,,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,,diaporthe-pod-&-stem-blight,1,1,1-1
june,,,,,same-lst-yr,low-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
july,,,,,same-lst-two-yrs,upper-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
august,,,,,same-lst-yr,low-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
june,,,,,same-lst-two-yrs,upper-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
july,,,,,same-lst-two-yrs,low-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
august,,,,,same-lst-sev-yrs,upper-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
august,,,,,same-lst-sev-yrs,low-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
july,,,,,same-lst-sev-yrs,upper-areas,,,,abnorm,abnorm,,,,,,,norm,,,,,,,,,few-present,,abnorm,absent,,lt-norm,,galls-cysts,cyst-nematode,12,7,12-7
september,,,,,,low-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
april,,,,,,scattered,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
may,,,,,,low-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
june,,,,,,upper-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
july,,,,,,whole-field,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
august,,,,,,scattered,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
october,,,,,,upper-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
april,,,,,,whole-field,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
may,,,,,,scattered,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
june,,,,,,low-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
july,,,,,,upper-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
august,,,,,,whole-field,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
september,,,,,,scattered,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
october,,,,,,low-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
april,,,,,,upper-areas,,,,,abnorm,absent,dna,dna,,present,,,,,,,,,,,,,,,,,,,2-4-d-injury,3,7,3-7
april,lt-normal,,lt-norm,,diff-lst-year,scattered,,,,abnorm,abnorm,absent,dna,dna,absent,present,,abnorm,,,,,,,,,dna,,,,,,,rotted,herbicide-injury,9,11,9-11
june,lt-normal,,lt-norm,,diff-lst-year,scattered,,,,abnorm,abnorm,absent,dna,dna,absent,present,,abnorm,,,,,,,,,dna,,,,,,,rotted,herbicide-injury,9,11,9-11
april,lt-normal,,lt-norm,,same-lst-yr,whole-field,,,,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,present,,abnorm,,,,,,,,,dna,,,,,,,rotted,herbicide-injury,10,12,10-12
june,lt-normal,,lt-norm,,same-lst-yr,whole-field,,,,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,present,,abnorm,,,,,,,,,dna,,,,,,,rotted,herbicide-injury,10,12,10-12
